type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,local_time,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1726194770987,0,0,0,0,1726194770987,124,[18 -12 18 -11 17 -11 17 -11 16 -10 16 -11 16 -11 15 -11 14 -11 14 -12 13 -12 12 -13 13 -13 12 -13 12 -14 12 -14 13 -14 13 -14 14 -14 14 -14 15 -13 16 -12 16 -12 17 -10 18 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 -6 14 -5 14 -4 14 -4 15 -3 15 -2 15 -2 15 -1 15 -1 15 -1 15 -1 14 -1 14 -2 14 -2 13 -3 13 -4 13 -5 13 -5 14 -7 14 -7 14 -8 15 -9 15 -9 16 -11 16 -11 17 -11]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1726194771030,0,0,0,0,1726194771030,124,[-11 -20 -11 -21 -11 -20 -12 -19 -12 -18 -13 -17 -13 -15 -14 -14 -16 -11 -18 -10 -19 -9 -20 -7 -22 -6 -23 -6 -26 -5 -27 -5 -30 -5 -32 -7 -32 -7 -34 -8 -32 -11 -33 -12 -34 -14 -34 -17 -32 -22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 -21 19 -19 18 -17 18 -16 18 -15 21 -14 20 -13 20 -12 20 -11 18 -11 18 -11 16 -10 14 -9 11 -9 13 10 -9 8 -9 6 -10 4 -11 1 -12 -1 -12 -3 -14 -4 -15 -6 -16 -8 -17 -9 -18 -11]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1726194771079,0,0,0,0,1726194771079,124,[-23 -6 -23 -6 -22 -5 -22 -5 -22 -5 -21 -4 -21 -3 -21 -2 -21 -1 -21 0 -22 0 -21 1 -22 2 -22 2 -23 2 -23 2 -24 2 -24 1 -24 0 -24 0 -24 -1 -24 -2 -25 -3 -24 -5 -24 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -5 -9 -5 -9 -6 -10 -6 -9 -6 -10 -7 -10 -7 -10 -7 -10 -7 -11 -7 -11 -7 -11 -7 -12 -7 -13 -6 -13 -6 -14 -6 -15 -5 -16 -5 -17 -5 -18 -5 -19 -5 -20 -4 -21 -5 -22 -4 -23 -5 -23 -5]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1726194771090,0,0,0,0,1726194771090,124,[7 22 7 23 7 22 7 21 7 20 8 20 9 19 9 19 13 10 18 11 18 11 17 12 17 12 17 13 17 14 18 14 18 14 19 14 19 13 19 13 20 11 20 13 10 21 9 22 8 23 5 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 12 1 12 0 11 0 11 0 12 -1 13 -1 13 -1 14 -2 14 -1 14 -1 14 -1 14 0 14 1 14 1 14 2 15 3 16 3 16 4 17 5 17 6 18 7 19 7 20 7 21 8 22]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1726194771111,0,0,0,0,1726194771111,124,[-20 15 -20 14 -19 14 -19 14 -18 14 -18 14 -17 14 -16 14 -15 15 -15 15 -14 16 -13 16 -13 16 -13 17 -13 18 -14 18 -14 18 -14 18 -15 17 -15 18 -16 16 -17 15 -18 15 -19 14 -20 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 8 -14 7 -15 6 -16 5 -16 5 -17 5 -17 4 -17 3 -17 3 -17 2 -17 3 -16 3 -16 3 -16 4 -15 5 -15 6 -15 7 -15 8 -16 9 -16 13 10 -16 11 -16 12 -17 13 -18 14 -19 15 -19]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1726194771127,0,0,0,0,1726194771127,124,[8 -20 8 -21 8 -20 8 -20 8 -19 7 -20 7 -19 6 -19 5 -19 4 -20 4 -20 3 -20 3 -20 2 -20 2 -21 3 -21 3 -22 3 -21 4 -21 5 -22 6 -21 7 -21 8 -21 9 -20 11 -19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 -13 9 -12 13 10 -11 11 -11 11 -10 12 -10 12 -10 12 -9 12 -9 12 -9 12 -9 11 -9 13 10 -9 13 10 -9 9 -10 9 -11 8 -12 8 -12 8 -14 8 -14 7 -16 7 -17 7 -17 7 -19 8]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1726194771164,0,0,0,0,1726194771164,124,[21 -3 21 -3 20 -3 21 -3 20 -4 19 -4 19 -5 18 -5 18 -6 18 -7 18 -8 18 -8 17 -9 18 -9 18 -10 18 -10 19 -9 19 -9 20 -9 20 -8 20 -7 20 -7 21 -6 21 -4 22 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 5 8 6 7 5 7 6 7 6 7 7 7 6 7 6 7 6 7 5 7 5 7 4 8 3 8 2 9 1 9 0 13 10 0 11 -1 13 -2 14 -3 15 -3 16 -4 17 -3 19 -4 20 -4 21]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1726194771176,0,0,0,0,1726194771176,124,[-33 1 -33 0 -32 0 -31 0 -30 0 -30 2 -29 2 -28 3 -28 4 -28 6 -28 7 -27 7 -28 8 -28 9 -28 13 10 -29 13 10 -30 9 -31 8 -31 8 -32 7 -31 5 -32 4 -33 3 -32 0 -32 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -11 -9 -11 -9 -11 -9 -11 -9 -11 -9 -10 -10 -10 -10 -10 -9 -10 -9 -11 -9 -11 -8 -11 -6 -12 -5 -13 -4 -14 -3 -16 -2 -17 -1 -18 0 -20 1 -22 2 -24 2 -26 3 -27 2 -30 3 -30 3]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1726194771189,0,0,0,0,1726194771189,124,[23 1 23 1 22 1 22 1 21 1 20 0 20 -1 19 -2 19 -3 19 -4 18 -5 18 -6 19 -5 19 -6 20 -7 19 -7 21 -7 21 -6 21 -6 21 -5 21 -4 21 -3 22 -2 22 0 22 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 5 8 5 8 5 8 5 8 5 8 6 8 6 8 6 8 6 8 5 8 5 8 4 9 3 13 10 2 13 10 2 12 1 13 1 14 0 15 -1 16 -1 17 -1 19 -1 20 -1 21 -1 22 -1]
,,,-80,0,0,0,0,0,0,0,0,0,0,-92,0,6,1726194771206,0,0,0,0,1726194771206,124,[-26 21 -26 19 -25 20 -24 19 -23 19 -21 19 -19 19 -18 19 -17 20 -17 20 -16 21 -15 21 -14 21 -13 24 -12 25 -14 25 -14 26 -14 26 -15 26 -17 26 -18 24 -20 24 -22 22 -23 21 -26 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -16 13 10 -17 9 -17 8 -18 7 -19 7 -19 7 -20 6 -20 6 -19 5 -20 5 -19 5 -18 6 -18 7 -17 8 -17 9 -18 11 -17 12 -17 14 -19 15 -19 18 -20 18 -20 19 -22 21 -23 21 -24 22 -25]
